"MessageID","Waktu","Magnitudo","Kedalaman","Lintang","Bujur","Lokasi","Dirasakan","RawText","EventID"
"39492","16-Mar-26 14:33:09","2.0","3","4.26","97.49","34 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.0, 16-Mar-26 14:33:09 WIB, Lok: 4.26 LU - 97.49 BT (34 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 3 km ::BMKG",""
"39615","17-Mar-26 08:46:45","1.8","6","4.89","95.92","41 km Barat KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:1.8, 17-Mar-26 08:46:45 WIB, Lok: 4.89 LU - 95.92 BT (41 km Barat KAB-PIDIEJAYA-ACEH), Kedlmn: 6 km ::BMKG",""
"39645","17-Mar-26 14:40:28","3.2","11","5.36","94.72","89 km Barat Daya KOTA-SABANG-ACEH","","Info Gempa Mag:3.2, 17-Mar-26 14:40:28 WIB, Lok: 5.36 LU - 94.72 BT (89 km Barat Daya KOTA-SABANG-ACEH), Kedlmn: 11 km ::BMKG",""
"39726","18-Mar-26 00:19:44","3.7","65","4.6","95.85","30 km Timur CALANG-ACEHJAYA","","Info Gempa Mag:3.7, 18-Mar-26 00:19:44 WIB, Lok: 4.60 LU - 95.85 BT (30 km Timur CALANG-ACEHJAYA), Kedlmn: 65 km ::BMKG",""
"39727","18-Mar-26 00:31:01","2.0","19","3.04","97.38","32 km Tenggara KAB-ACEHSELATAN","","Info Gempa Mag:2.0, 18-Mar-26 00:31:01 WIB, Lok: 3.04 LU - 97.38 BT (32 km Tenggara KAB-ACEHSELATAN), Kedlmn: 19 km ::BMKG",""
"39792","18-Mar-26 07:50:55","1.8","3","4.28","97.51","37 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.8, 18-Mar-26 07:50:55 WIB, Lok: 4.28 LU - 97.51 BT (37 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 3 km ::BMKG",""
"39794","18-Mar-26 08:30:25","2.1","6","4.87","96.04","30 km Barat Daya KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:2.1, 18-Mar-26 08:30:25 WIB, Lok: 4.87 LU - 96.04 BT (30 km Barat Daya KAB-PIDIEJAYA-ACEH), Kedlmn: 6 km ::BMKG",""
"39819","18-Mar-26 13:42:17","3.8","10","4.26","97.58","40 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:3.8, 18-Mar-26 13:42:17 WIB, Lok: 4.26 LU - 97.58 BT (40 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 10 km ::BMKG",""
"39824","18-Mar-26 14:28:15","2.5","2","4.15","97.54","28 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.5, 18-Mar-26 14:28:15 WIB, Lok: 4.15 LU - 97.54 BT (28 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 2 km ::BMKG",""
"39825","18-Mar-26 14:47:26","2.6","3","4.22","97.49","30 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.6, 18-Mar-26 14:47:26 WIB, Lok: 4.22 LU - 97.49 BT (30 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 3 km ::BMKG",""
"39827","18-Mar-26 14:54:03","2.2","6","4.12","97.51","23 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.2, 18-Mar-26 14:54:03 WIB, Lok: 4.12 LU - 97.51 BT (23 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 6 km ::BMKG",""
"39835","18-Mar-26 16:51:55","1.7","4","2.72","98.15","17 km Timur Laut KOTA-SUBULUSSALAM-ACEH","","Info Gempa Mag:1.7, 18-Mar-26 16:51:55 WIB, Lok: 2.72 LU - 98.15 BT (17 km Timur Laut KOTA-SUBULUSSALAM-ACEH), Kedlmn: 4 km ::BMKG",""
"39859","18-Mar-26 20:28:12","2.9","23","3.47","95.6","96 km Barat Daya MEULABOH-ACEHBARAT","","Info Gempa Mag:2.9, 18-Mar-26 20:28:12 WIB, Lok: 3.47 LU - 95.60 BT (96 km Barat Daya MEULABOH-ACEHBARAT), Kedlmn: 23 km ::BMKG",""
"39890","19-Mar-26 00:03:39","3.5","9","4.46","96.51","33 km Timur Laut KAB-NAGANRAYA-ACEH","Aceh Tengah II-III MMI","Info Gempa Mag:3.5, 19-Mar-26 00:03:39 WIB, Lok: 4.46 LU - 96.51 BT (33 km Timur Laut KAB-NAGANRAYA-ACEH), Kedlmn: 9 km dirasakan di Aceh Tengah II-III MMI ::BMKG",""
"39995","19-Mar-26 14:07:44","4.2","5","4.12","97.49","21 km Timur Laut KAB-GAYOLUES-ACEH","Aceh Tamiang III MMI, di Aceh Timur dan Lhokseumawe III-IV MMI, di  Gayo Lues IV MMI","Info Gempa Mag:4.2, 19-Mar-26 14:07:44 WIB, Lok: 4.12 LU - 97.49 BT (21 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"39996","19-Mar-26 14:08:20","3.6","3","4.21","97.49","29 km Timur Laut KAB-GAYOLUES-ACEH","Gayo Lues III MMI","Info Gempa Mag:3.6, 19-Mar-26 14:08:20 WIB, Lok: 4.21 LU - 97.49 BT (29 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 3 km ::BMKG",""
"39999","19-Mar-26 14:27:49","2.3","8","4.22","97.48","29 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.3, 19-Mar-26 14:27:49 WIB, Lok: 4.22 LU - 97.48 BT (29 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 8 km ::BMKG",""
"40007","19-Mar-26 15:34:11","1.9","113","3.63","97.64","25 km Barat Laut KUTACANE-ACEHTENGGARA","","Info Gempa Mag:1.9, 19-Mar-26 15:34:11 WIB, Lok: 3.63 LU - 97.64 BT (25 km Barat Laut KUTACANE-ACEHTENGGARA), Kedlmn: 113 km ::BMKG",""
"40019","19-Mar-26 17:33:16","2.0","5","4.19","97.45","25 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.0, 19-Mar-26 17:33:16 WIB, Lok: 4.19 LU - 97.45 BT (25 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"40121","20-Mar-26 08:13:42","1.9","31","4.95","96.03","28 km Barat KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:1.9, 20-Mar-26 08:13:42 WIB, Lok: 4.95 LU - 96.03 BT (28 km Barat KAB-PIDIEJAYA-ACEH), Kedlmn: 31 km ::BMKG",""
"40127","20-Mar-26 09:25:09","2.8","5","4.14","97.48","22 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.8, 20-Mar-26 09:25:09 WIB, Lok: 4.14 LU - 97.48 BT (22 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"40149","20-Mar-26 12:54:41","2.4","10","4.12","97.48","21 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.4, 20-Mar-26 12:54:41 WIB, Lok: 4.12 LU - 97.48 BT (21 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 10 km ::BMKG",""
"40184","20-Mar-26 19:13:48","2.4","1","4.13","97.4","17 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.4, 20-Mar-26 19:13:48 WIB, Lok: 4.13 LU - 97.40 BT (17 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 1 km ::BMKG",""
"40185","20-Mar-26 19:28:09","4.6","10","2.22","96.04","46 km Barat Daya SINABANG-ACEH","Simeulue IV MMI","Info Gempa Mag:4.6, 20-Mar-26 19:28:09 WIB, Lok: 2.22 LU - 96.04 BT (46 km Barat Daya SINABANG-ACEH), Kedlmn: 10 km dirasakan di Simeulue IV MMI ::BMKG",""
"40273","21-Mar-26 09:49:25","2.0","6","4.07","97.19","18 km Barat Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.0, 21-Mar-26 09:49:25 WIB, Lok: 4.07 LU - 97.19 BT (18 km Barat Laut KAB-GAYOLUES-ACEH), Kedlmn: 6 km ::BMKG",""
"40290","21-Mar-26 11:57:34","3.2","7","4.98","94.41","135 km Barat CALANG-ACEHJAYA","","Info Gempa Mag:3.2, 21-Mar-26 11:57:34 WIB, Lok: 4.98 LU - 94.41 BT (135 km Barat CALANG-ACEHJAYA), Kedlmn: 7 km ::BMKG",""
"40302","21-Mar-26 14:29:49","2.6","8","4.1","97.57","29 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.6, 21-Mar-26 14:29:49 WIB, Lok: 4.10 LU - 97.57 BT (29 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 8 km ::BMKG",""
"40303","21-Mar-26 15:08:38","2.5","5","2.13","96.56","44 km Tenggara SINABANG-ACEH","","Info Gempa Mag:2.5, 21-Mar-26 15:08:38 WIB, Lok: 2.13 LU - 96.56 BT (44 km Tenggara SINABANG-ACEH), Kedlmn: 5 km ::BMKG",""
"40356","22-Mar-26 00:30:31","3.2","13","3.36","96.82","48 km Barat KAB-ACEHSELATAN","","Info Gempa Mag:3.2, 22-Mar-26 00:30:31 WIB, Lok: 3.36 LU - 96.82 BT (48 km Barat KAB-ACEHSELATAN), Kedlmn: 13 km ::BMKG",""
"40403","22-Mar-26 04:27:21","1.8","8","4.73","96.82","5 km Barat KAB-BENERMERIAH-ACEH","","Info Gempa Mag:1.8, 22-Mar-26 04:27:21 WIB, Lok: 4.73 LU - 96.82 BT (5 km Barat KAB-BENERMERIAH-ACEH), Kedlmn: 8 km ::BMKG",""
"40405","22-Mar-26 04:28:09","1.9","5","4.74","96.8","7 km Barat KAB-BENERMERIAH-ACEH","","Info Gempa Mag:1.9, 22-Mar-26 04:28:09 WIB, Lok: 4.74 LU - 96.80 BT (7 km Barat KAB-BENERMERIAH-ACEH), Kedlmn: 5 km ::BMKG",""
"40417","22-Mar-26 06:12:59","1.8","10","5.21","95.82","24 km Timur JANTHO-ACEHBESAR","","Info Gempa Mag:1.8, 22-Mar-26 06:12:59 WIB, Lok: 5.21 LU - 95.82 BT (24 km Timur JANTHO-ACEHBESAR), Kedlmn: 10 km ::BMKG",""
"40475","22-Mar-26 13:50:46","2.8","59","3.77","96.92","9 km Barat Daya BLANGPIDIE-ACEHBARATDAYA","","Info Gempa Mag:2.8, 22-Mar-26 13:50:46 WIB, Lok: 3.77 LU - 96.92 BT (9 km Barat Daya BLANGPIDIE-ACEHBARATDAYA), Kedlmn: 59 km ::BMKG",""
"40494","22-Mar-26 18:32:01","2.1","26","3.19","97.31","13 km Tenggara KAB-ACEHSELATAN","","Info Gempa Mag:2.1, 22-Mar-26 18:32:01 WIB, Lok: 3.19 LU - 97.31 BT (13 km Tenggara KAB-ACEHSELATAN), Kedlmn: 26 km ::BMKG",""
"40513","22-Mar-26 21:05:08","2.0","5","4.25","97.5","34 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.0, 22-Mar-26 21:05:08 WIB, Lok: 4.25 LU - 97.50 BT (34 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"40532","22-Mar-26 23:25:27","2.5","5","4.13","97.47","21 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.5, 22-Mar-26 23:25:27 WIB, Lok: 4.13 LU - 97.47 BT (21 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"40546","23-Mar-26 00:47:34","2.4","2","4.14","97.5","24 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.4, 23-Mar-26 00:47:34 WIB, Lok: 4.14 LU - 97.50 BT (24 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 2 km ::BMKG",""
"40614","23-Mar-26 08:59:54","2.3","4","4.07","96.76","34 km Barat Laut BLANGPIDIE-ACEHBARATDAYA","","Info Gempa Mag:2.3, 23-Mar-26 08:59:54 WIB, Lok: 4.07 LU - 96.76 BT (34 km Barat Laut BLANGPIDIE-ACEHBARATDAYA), Kedlmn: 4 km ::BMKG",""
"40626","23-Mar-26 11:08:15","2.9","5","5.24","94.41","124 km Barat Daya KOTA-SABANG-ACEH","","Info Gempa Mag:2.9, 23-Mar-26 11:08:15 WIB, Lok: 5.24 LU - 94.41 BT (124 km Barat Daya KOTA-SABANG-ACEH), Kedlmn: 5 km ::BMKG",""
"40630","23-Mar-26 11:21:10","2.1","15","4.04","97.19","18 km Barat KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.1, 23-Mar-26 11:21:10 WIB, Lok: 4.04 LU - 97.19 BT (18 km Barat KAB-GAYOLUES-ACEH), Kedlmn: 15 km ::BMKG",""
"40663","23-Mar-26 20:08:19","3.1","13","3.01","96.85","54 km Barat Daya KAB-ACEHSELATAN","","Info Gempa Mag:3.1, 23-Mar-26 20:08:19 WIB, Lok: 3.01 LU - 96.85 BT (54 km Barat Daya KAB-ACEHSELATAN), Kedlmn: 13 km ::BMKG",""
"40686","23-Mar-26 23:02:17","2.0","5","4.11","97.5","22 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.0, 23-Mar-26 23:02:17 WIB, Lok: 4.11 LU - 97.50 BT (22 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"40687","23-Mar-26 23:10:49","1.8","4","4.16","97.48","24 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.8, 23-Mar-26 23:10:49 WIB, Lok: 4.16 LU - 97.48 BT (24 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 4 km ::BMKG",""
"40733","24-Mar-26 03:45:01","2.0","10","4.22","97.48","30 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.0, 24-Mar-26 03:45:01 WIB, Lok: 4.22 LU - 97.48 BT (30 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 10 km ::BMKG",""
"40736","24-Mar-26 04:04:59","2.5","11","4.72","95.8","27 km Timur CALANG-ACEHJAYA","","Info Gempa Mag:2.5, 24-Mar-26 04:04:59 WIB, Lok: 4.72 LU - 95.80 BT (27 km Timur CALANG-ACEHJAYA), Kedlmn: 11 km ::BMKG",""
"40738","24-Mar-26 04:05:08","2.4","2","4.44","97.18","43 km Tenggara TAKENGON-ACEHTENGAH","","Info Gempa Mag:2.4, 24-Mar-26 04:05:08 WIB, Lok: 4.44 LU - 97.18 BT (43 km Tenggara TAKENGON-ACEHTENGAH), Kedlmn: 2 km ::BMKG",""
"40767","24-Mar-26 09:37:12","2.3","23","4.42","95.44","28 km Barat Daya CALANG-ACEHJAYA","","Info Gempa Mag:2.3, 24-Mar-26 09:37:12 WIB, Lok: 4.42 LU - 95.44 BT (28 km Barat Daya CALANG-ACEHJAYA), Kedlmn: 23 km ::BMKG",""
"40819","24-Mar-26 20:13:59","1.7","22","4.47","96.42","29 km Timur Laut KAB-NAGANRAYA-ACEH","","Info Gempa Mag:1.7, 24-Mar-26 20:13:59 WIB, Lok: 4.47 LU - 96.42 BT (29 km Timur Laut KAB-NAGANRAYA-ACEH), Kedlmn: 22 km ::BMKG",""
"40871","25-Mar-26 03:15:22","1.9","10","4.24","97.45","30 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.9, 25-Mar-26 03:15:22 WIB, Lok: 4.24 LU - 97.45 BT (30 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 10 km ::BMKG",""
"40976","25-Mar-26 23:11:26","2.5","8","5.0","96.1","20 km Barat KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:2.5, 25-Mar-26 23:11:26 WIB, Lok: 5.00 LU - 96.10 BT (20 km Barat KAB-PIDIEJAYA-ACEH), Kedlmn: 8 km ::BMKG",""
"40977","25-Mar-26 23:17:40","2.9","7","4.99","96.07","23 km Barat KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:2.9, 25-Mar-26 23:17:40 WIB, Lok: 4.99 LU - 96.07 BT (23 km Barat KAB-PIDIEJAYA-ACEH), Kedlmn: 7 km ::BMKG",""
"40981","26-Mar-26 00:03:56","2.0","15","5.0","96.12","18 km Barat KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:2.0, 26-Mar-26 00:03:56 WIB, Lok: 5.00 LU - 96.12 BT (18 km Barat KAB-PIDIEJAYA-ACEH), Kedlmn: 15 km ::BMKG",""
"40996","26-Mar-26 01:49:54","2.0","0","4.19","97.44","24 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.0, 26-Mar-26 01:49:54 WIB, Lok: 4.19 LU - 97.44 BT (24 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 0 km ::BMKG",""
"41020","26-Mar-26 04:38:41","2.9","18","4.4","96.5","28 km Timur Laut KAB-NAGANRAYA-ACEH","","Info Gempa Mag:2.9, 26-Mar-26 04:38:41 WIB, Lok: 4.40 LU - 96.50 BT (28 km Timur Laut KAB-NAGANRAYA-ACEH), Kedlmn: 18 km ::BMKG",""
"41090","26-Mar-26 17:42:36","3.7","10","4.17","97.36","19 km Utara KAB-GAYOLUES-ACEH","","Info Gempa Mag:3.7, 26-Mar-26 17:42:36 WIB, Lok: 4.17 LU - 97.36 BT (19 km Utara KAB-GAYOLUES-ACEH), Kedlmn: 10 km ::BMKG",""
"41101","26-Mar-26 19:07:56","2.2","51","2.03","96.33","49 km Selatan SINABANG-ACEH","","Info Gempa Mag:2.2, 26-Mar-26 19:07:56 WIB, Lok: 2.03 LU - 96.33 BT (49 km Selatan SINABANG-ACEH), Kedlmn: 51 km ::BMKG",""
"41104","26-Mar-26 19:27:57","2.4","28","3.86","95.95","37 km Barat Daya MEULABOH-ACEHBARAT","","Info Gempa Mag:2.4, 26-Mar-26 19:27:57 WIB, Lok: 3.86 LU - 95.95 BT (37 km Barat Daya MEULABOH-ACEHBARAT), Kedlmn: 28 km ::BMKG",""
"41108","26-Mar-26 19:55:49","3.0","11","5.19","95.82","24 km Timur JANTHO-ACEHBESAR","","Info Gempa Mag:3.0, 26-Mar-26 19:55:49 WIB, Lok: 5.19 LU - 95.82 BT (24 km Timur JANTHO-ACEHBESAR), Kedlmn: 11 km ::BMKG",""
"41125","26-Mar-26 21:31:19","3.0","5","4.13","97.49","23 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:3.0, 26-Mar-26 21:31:19 WIB, Lok: 4.13 LU - 97.49 BT (23 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"41201","27-Mar-26 05:42:30","2.3","16","4.88","96.07","27 km Barat Daya KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:2.3, 27-Mar-26 05:42:30 WIB, Lok: 4.88 LU - 96.07 BT (27 km Barat Daya KAB-PIDIEJAYA-ACEH), Kedlmn: 16 km ::BMKG",""
"41203","27-Mar-26 05:48:05","2.1","2","3.09","97.61","46 km Tenggara KAB-ACEHSELATAN","","Info Gempa Mag:2.1, 27-Mar-26 05:48:05 WIB, Lok: 3.09 LU - 97.61 BT (46 km Tenggara KAB-ACEHSELATAN), Kedlmn: 2 km ::BMKG",""
"41247","27-Mar-26 13:27:38","3.4","41","2.42","97.97","20 km Timur Laut KAB-ACEHSINGKIL","","Info Gempa Mag:3.4, 27-Mar-26 13:27:38 WIB, Lok: 2.42 LU - 97.97 BT (20 km Timur Laut KAB-ACEHSINGKIL), Kedlmn: 41 km ::BMKG",""
"41267","27-Mar-26 17:31:33","3.0","28","2.34","97.37","49 km Barat KAB-ACEHSINGKIL","","Info Gempa Mag:3.0, 27-Mar-26 17:31:33 WIB, Lok: 2.34 LU - 97.37 BT (49 km Barat KAB-ACEHSINGKIL), Kedlmn: 28 km ::BMKG",""
"41296","27-Mar-26 22:30:09","2.1","9","4.71","96.22","31 km Selatan KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:2.1, 27-Mar-26 22:30:09 WIB, Lok: 4.71 LU - 96.22 BT (31 km Selatan KAB-PIDIEJAYA-ACEH), Kedlmn: 9 km ::BMKG",""
"41325","28-Mar-26 01:20:09","2.7","10","4.14","97.49","23 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.7, 28-Mar-26 01:20:09 WIB, Lok: 4.14 LU - 97.49 BT (23 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 10 km ::BMKG",""
"41367","28-Mar-26 06:37:33","3.1","10","3.31","96.34","91 km Barat Daya BLANGPIDIE-ACEHBARATDAYA","","Info Gempa Mag:3.1, 28-Mar-26 06:37:33 WIB, Lok: 3.31 LU - 96.34 BT (91 km Barat Daya BLANGPIDIE-ACEHBARATDAYA), Kedlmn: 10 km ::BMKG",""
"41389","28-Mar-26 11:50:49","2.2","7","3.26","98.07","38 km Tenggara KUTACANE-ACEHTENGGARA","","Info Gempa Mag:2.2, 28-Mar-26 11:50:49 WIB, Lok: 3.26 LU - 98.07 BT (38 km Tenggara KUTACANE-ACEHTENGGARA), Kedlmn: 7 km ::BMKG",""
"41419","28-Mar-26 18:52:33","4.7","10","10.29","94.29","501 km Utara KOTA-SABANG-ACEH","","Info Gempa Mag:4.7, 28-Mar-26 18:52:33 WIB, Lok: 10.29 LU - 94.29 BT (501 km Utara KOTA-SABANG-ACEH), Kedlmn: 10 km ::BMKG",""
"41515","29-Mar-26 05:48:47","1.8","1","4.23","97.49","31 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.8, 29-Mar-26 05:48:47 WIB, Lok: 4.23 LU - 97.49 BT (31 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 1 km ::BMKG",""
"41528","29-Mar-26 07:55:41","2.2","13","3.25","97.18","8 km Barat Daya KAB-ACEHSELATAN","","Info Gempa Mag:2.2, 29-Mar-26 07:55:41 WIB, Lok: 3.25 LU - 97.18 BT (8 km Barat Daya KAB-ACEHSELATAN), Kedlmn: 13 km ::BMKG",""
"41603","29-Mar-26 21:56:17","2.5","6","4.14","97.51","25 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.5, 29-Mar-26 21:56:17 WIB, Lok: 4.14 LU - 97.51 BT (25 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 6 km ::BMKG",""
"41637","30-Mar-26 00:46:18","2.1","20","2.4","97.51","34 km Barat KAB-ACEHSINGKIL","","Info Gempa Mag:2.1, 30-Mar-26 00:46:18 WIB, Lok: 2.40 LU - 97.51 BT (34 km Barat KAB-ACEHSINGKIL), Kedlmn: 20 km ::BMKG",""
"41689","30-Mar-26 05:45:12","3.5","41","2.43","97.96","20 km Timur Laut KAB-ACEHSINGKIL","","Info Gempa Mag:3.5, 30-Mar-26 05:45:12 WIB, Lok: 2.43 LU - 97.96 BT (20 km Timur Laut KAB-ACEHSINGKIL), Kedlmn: 41 km ::BMKG",""
"41757","30-Mar-26 23:08:12","2.8","57","2.69","98.04","5 km Timur Laut KOTA-SUBULUSSALAM-ACEH","","Info Gempa Mag:2.8, 30-Mar-26 23:08:12 WIB, Lok: 2.69 LU - 98.04 BT (5 km Timur Laut KOTA-SUBULUSSALAM-ACEH), Kedlmn: 57 km ::BMKG",""
"41815","31-Mar-26 10:22:14","3.6","176","7.24","94.79","161 km Utara KOTA-SABANG-ACEH","","Info Gempa Mag:3.6, 31-Mar-26 10:22:14 WIB, Lok: 7.24 LU - 94.79 BT (161 km Utara KOTA-SABANG-ACEH), Kedlmn: 176 km ::BMKG",""
"41833","31-Mar-26 13:31:12","2.0","6","4.84","96.09","27 km Barat Daya KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:2.0, 31-Mar-26 13:31:12 WIB, Lok: 4.84 LU - 96.09 BT (27 km Barat Daya KAB-PIDIEJAYA-ACEH), Kedlmn: 6 km ::BMKG",""
"41850","31-Mar-26 16:40:51","2.7","5","4.8","96.2","23 km Selatan KAB-PIDIEJAYA-ACEH","","Info Gempa Mag:2.7, 31-Mar-26 16:40:51 WIB, Lok: 4.80 LU - 96.20 BT (23 km Selatan KAB-PIDIEJAYA-ACEH), Kedlmn: 5 km ::BMKG",""
"42021","1-Apr-26 19:18:42","2.6","51","3.73","96.89","14 km Barat Daya BLANGPIDIE-ACEHBARATDAYA","","Info Gempa Mag:2.6, 1-Apr-26 19:18:42 WIB, Lok: 3.73 LU - 96.89 BT (14 km Barat Daya BLANGPIDIE-ACEHBARATDAYA), Kedlmn: 51 km ::BMKG",""
"42036","1-Apr-26 21:20:46","2.4","5","4.11","97.35","13 km Utara KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.4, 1-Apr-26 21:20:46 WIB, Lok: 4.11 LU - 97.35 BT (13 km Utara KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"42040","1-Apr-26 21:46:50","1.9","84","4.97","95.84","40 km Tenggara JANTHO-ACEHBESAR","","Info Gempa Mag:1.9, 1-Apr-26 21:46:50 WIB, Lok: 4.97 LU - 95.84 BT (40 km Tenggara JANTHO-ACEHBESAR), Kedlmn: 84 km ::BMKG",""
"42043","1-Apr-26 22:15:47","1.6","6","5.0","95.78","33 km Tenggara JANTHO-ACEHBESAR","","Info Gempa Mag:1.6, 1-Apr-26 22:15:47 WIB, Lok: 5.00 LU - 95.78 BT (33 km Tenggara JANTHO-ACEHBESAR), Kedlmn: 6 km ::BMKG",""
"42097","2-Apr-26 03:14:23","4.3","5","6.22","94.24","125 km Barat KOTA-SABANG-ACEH","","Info Gempa Mag:4.3, 2-Apr-26 03:14:23 WIB, Lok: 6.22 LU - 94.24 BT (125 km Barat KOTA-SABANG-ACEH), Kedlmn: 5 km ::BMKG",""
"42102","2-Apr-26 04:46:22","2.3","7","5.58","95.47","39 km Tenggara KOTA-SABANG-ACEH","","Info Gempa Mag:2.3, 2-Apr-26 04:46:22 WIB, Lok: 5.58 LU - 95.47 BT (39 km Tenggara KOTA-SABANG-ACEH), Kedlmn: 7 km ::BMKG",""
"42195","2-Apr-26 10:17:41","2.0","5","4.27","97.51","36 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:2.0, 2-Apr-26 10:17:41 WIB, Lok: 4.27 LU - 97.51 BT (36 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 5 km ::BMKG",""
"42204","2-Apr-26 10:54:11","2.2","16","3.3","97.3","6 km Timur KAB-ACEHSELATAN","","Info Gempa Mag:2.2, 2-Apr-26 10:54:11 WIB, Lok: 3.30 LU - 97.30 BT (6 km Timur KAB-ACEHSELATAN), Kedlmn: 16 km ::BMKG",""
"42259","2-Apr-26 12:34:41","1.7","6","4.25","97.51","34 km Timur Laut KAB-GAYOLUES-ACEH","","Info Gempa Mag:1.7, 2-Apr-26 12:34:41 WIB, Lok: 4.25 LU - 97.51 BT (34 km Timur Laut KAB-GAYOLUES-ACEH), Kedlmn: 6 km ::BMKG",""
"42267","2-Apr-26 12:48:42","2.3","58","3.76","96.4","52 km Tenggara MEULABOH-ACEHBARAT","","Info Gempa Mag:2.3, 2-Apr-26 12:48:42 WIB, Lok: 3.76 LU - 96.40 BT (52 km Tenggara MEULABOH-ACEHBARAT), Kedlmn: 58 km ::BMKG",""
"42798","2-Apr-26 21:26:51","2.8","13","4.52","96.33","32 km Utara KAB-NAGANRAYA-ACEH","","Info Gempa Mag:2.8, 2-Apr-26 21:26:51 WIB, Lok: 4.52 LU - 96.33 BT (32 km Utara KAB-NAGANRAYA-ACEH), Kedlmn: 13 km ::BMKG",""
